Localidad,Codigo UTA 2020,Codigo UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia
CHAPAR,060140014000002,060140014000002,-38.0286639,-59.6471098,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
DE LA GARMA,060140014020000,060140014020000,-37.96350218,-60.41565938,ADOLFO GONZALES CHAVES,ADOLFO GONZALES CHAVES,BUENOS AIRES
LOMA HERMOSA,068400840010007,068400840010007,-34.56840666,-58.60308189,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
MARTIN CORONADO,068400840010008,068400840010008,-34.58520381,-58.59187555,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
SANTOS LUGARES,068400840010013,068400840010013,-34.59915335,-58.54788351,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
11 DE SEPTIEMBRE,068400840010009,068400840010009,-34.56631435,-58.61836007,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
CIUDADELA,068400840010004,068400840010004,-34.63269652,-58.54240678,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
VILLA BOSCH (EST. JUAN MARIA BOSCH),068400840010014,068400840010014,-34.5822982,-58.58029326,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
PABLO PODESTA,068400840010010,068400840010010,-34.57582462,-58.62024975,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
JOSE INGENIEROS,068400840010006,068400840010006,-34.61715287,-58.53421863,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
CASEROS,068400840010001,068400840010001,-34.60887295,-58.56366446,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
EL LIBERTADOR,068400840010005,068400840010005,-34.55649862,-58.62233784,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
CHURRUCA,068400840010002,068400840010002,-34.55896648,-58.62280162,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
REMEDIOS DE ESCALADA,068400840010011,068400840010011,-34.57057524,-58.62011807,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
VILLA RAFFO,068400840010015,068400840010015,-34.60830908,-58.53197181,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
SAENZ PEÑA,068400840010012,068400840010012,-34.59928861,-58.53207964,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
CIUDAD JARDIN LOMAS DEL PALOMAR,068400840010003,068400840010003,-34.59611973,-58.5965999,TRES DE FEBRERO,TRES DE FEBRERO,BUENOS AIRES
LA VALEROSA,067280728000011,067280728000011,-34.5361827,-59.5038768,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
AZCUENAGA,067280728010000,067280728010000,-34.36379109,-59.37459911,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
SOLIS,067280728050000,067280728050000,-34.2989713,-59.32505473,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
VILLA SAN ALBERTO,067280728000017,067280728000017,-34.4627993,-59.5674946,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
CAMPO VAZQUEZ,067280728000002,067280728000002,-34.387887,-59.4326743,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
VILLA ESPIL,067280728060000,067280728060000,-34.50668141,-59.33726613,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
EL CONDOR,067280728000004,067280728000004,-34.5237034,-59.7473706,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
LOS MANUELES,067280728000012,067280728000012,-34.3679302,-59.30017609,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
LA FLORIDA,067280728000009,067280728000009,-34.5462789,-59.425496,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
LA PRIMAVERA,067280728000010,067280728000010,-34.41261688,-59.41109677,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
SAN ANDRES DE GILES,067280728040000,067280728040000,-34.44590808,-59.44516736,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
SAN ALBERTO,067280728000014,067280728000014,-34.467453,-59.56171799,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
TUYUTI,067280728000016,067280728000016,-34.5194954,-59.6741961,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
LA AMALIA,067280728000008,067280728000008,-34.4787965,-59.5011596,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
CULULLU,067280728020000,067280728020000,-34.44608707,-59.36225533,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
HEAVY,067280728000005,067280728000005,-34.4300921,-59.6561481,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
FRANKLIN,067280728030000,067280728030000,-34.61039087,-59.63017952,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
VILLA RUIZ,067280728070000,067280728070000,-34.43520218,-59.26039588,SAN ANDRES DE GILES,SAN ANDRES DE GILES,BUENOS AIRES
SALLIQUELO,067210721020000,067210721020000,-36.75116538,-62.95995734,SALLIQUELO,SALLIQUELO,BUENOS AIRES
QUENUMA,067210721010000,067210721010000,-36.56899083,-63.08762296,SALLIQUELO,SALLIQUELO,BUENOS AIRES
POSADA DE LOS LAGOS,061190119085000,061190119085000,-35.1499384,-58.05045287,BRANDSEN,BRANDSEN,BUENOS AIRES
CORONEL BRANDSEN,061190119050000,061190119050000,-35.1690983,-58.23735295,BRANDSEN,BRANDSEN,BUENOS AIRES
JEPPENER,061190119070000,061190119070000,-35.28020439,-58.19966494,BRANDSEN,BRANDSEN,BUENOS AIRES
CLUB DE CAMPO LAS MALVINAS,061190119055000,061190119055000,-35.21399781,-58.24330309,BRANDSEN,BRANDSEN,BUENOS AIRES
LA PARADA,061190119000015,061190119000015,-35.1343506,-58.2212409,BRANDSEN,BRANDSEN,BUENOS AIRES
CAMPO PORTU,061190119000005,061190119000005,-35.12746327,-58.29470118,BRANDSEN,BRANDSEN,BUENOS AIRES
BARRIO LOS BOSQUECITOS,061190119030000,061190119030000,-35.105039,-58.18350079,BRANDSEN,BRANDSEN,BUENOS AIRES
BARRIO PARQUE LAS ACACIAS,061190119040000,061190119040000,-35.10303295,-58.27304054,BRANDSEN,BRANDSEN,BUENOS AIRES
OLIDEN,061190119080000,061190119080000,-35.18425843,-57.94796233,BRANDSEN,BRANDSEN,BUENOS AIRES
CUARTEL II,061190119000006,061190119000006,-35.1292772,-58.2957823,BRANDSEN,BRANDSEN,BUENOS AIRES
BARRIO LAS GOLONDRINAS,061190119020000,061190119020000,-35.03357778,-58.19353827,BRANDSEN,BRANDSEN,BUENOS AIRES
CAMPOS DE ROCA,061190119045000,061190119045000,-35.11497726,-58.09538965,BRANDSEN,BRANDSEN,BUENOS AIRES
GOBERNADOR OBLIGADO,061190119000010,061190119000010,-35.1630752,-58.1987499,BRANDSEN,BRANDSEN,BUENOS AIRES
RUTA 29 KM 2,061190119000019,061190119000019,-35.31483818,-58.23283556,BRANDSEN,BRANDSEN,BUENOS AIRES
ALTAMIRANO,061190119010000,061190119010000,-35.3615828,-58.15048682,BRANDSEN,BRANDSEN,BUENOS AIRES
LA POSADA,061190119000017,061190119000017,-35.3246911,-58.050912,BRANDSEN,BRANDSEN,BUENOS AIRES
BUCHANAN,061190119000003,061190119000003,-34.9854674,-58.1762428,BRANDSEN,BRANDSEN,BUENOS AIRES
BARRIO EL MIRADOR,061190119015000,061190119015000,-35.31453706,-58.04844208,BRANDSEN,BRANDSEN,BUENOS AIRES
EL CHAJA,061190119000008,061190119000008,-35.1355896,-58.0558862,BRANDSEN,BRANDSEN,BUENOS AIRES
LA PEPITA,061190119000016,061190119000016,-35.1927033,-58.1706068,BRANDSEN,BRANDSEN,BUENOS AIRES
GOMEZ,061190119060000,061190119060000,-35.06936553,-58.16568999,BRANDSEN,BRANDSEN,BUENOS AIRES
SAMBOROMBON,061190119090000,061190119090000,-35.22062427,-58.2805298,BRANDSEN,BRANDSEN,BUENOS AIRES
MONTE HERMOSO,065530553020000,065530553020000,-38.98150654,-61.30054575,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES
BALNEARIO SAUCE GRANDE,065530553010000,065530553010000,-38.99535769,-61.21520159,MONTE HERMOSO,MONTE HERMOSO,BUENOS AIRES
LA ADELA,068470847000003,068470847000003,-36.4465885,-63.0090639,TRES LOMAS,TRES LOMAS,BUENOS AIRES
PUELCHES,068470847000007,068470847000007,-36.3416789,-62.8742086,TRES LOMAS,TRES LOMAS,BUENOS AIRES
COLONIA 17,068470847000001,068470847000001,-36.499723,-62.6930571,TRES LOMAS,TRES LOMAS,BUENOS AIRES
LOS AGRARIOS,068470847000005,068470847000005,-36.4290538,-62.7954486,TRES LOMAS,TRES LOMAS,BUENOS AIRES
COLONIA MORENO,068470847000002,068470847000002,-36.526407,-62.966337,TRES LOMAS,TRES LOMAS,BUENOS AIRES
INGENIERO THOMPSON,068470847010000,068470847010000,-36.61025411,-62.91096121,TRES LOMAS,TRES LOMAS,BUENOS AIRES
LA GRANDE DEL SUD,068470847000004,068470847000004,-36.4922805,-62.7023568,TRES LOMAS,TRES LOMAS,BUENOS AIRES
PEHUELCHES,068470847000006,068470847000006,-36.33747101,-62.87548065,TRES LOMAS,TRES LOMAS,BUENOS AIRES
TRES LOMAS,068470847020000,068470847020000,-36.4581095,-62.86213551,TRES LOMAS,TRES LOMAS,BUENOS AIRES
SAN ANTONIO DE PADUA,065390539010005,065390539010005,-34.66985814,-58.69793044,MERLO,MERLO,BUENOS AIRES
LIBERTAD,065390539010001,065390539010001,-34.70854224,-58.67958673,MERLO,MERLO,BUENOS AIRES
MERLO,065390539010003,065390539010003,-34.6823277,-58.74364321,MERLO,MERLO,BUENOS AIRES
MARIANO ACOSTA,065390539010002,065390539010002,-34.71548081,-58.79767404,MERLO,MERLO,BUENOS AIRES
PONTEVEDRA,065390539010004,065390539010004,-34.74679595,-58.70604315,MERLO,MERLO,BUENOS AIRES
BERNAL OESTE,066580658010002,066580658010002,-34.72696443,-58.31827956,QUILMES,QUILMES,BUENOS AIRES
DON BOSCO,066580658010003,066580658010003,-34.70321302,-58.29845332,QUILMES,QUILMES,BUENOS AIRES
BERNAL,066580658010001,066580658010001,-34.70037841,-58.27664278,QUILMES,QUILMES,BUENOS AIRES
QUILMES OESTE,066580658010007,066580658010007,-34.74779899,-58.29994402,QUILMES,QUILMES,BUENOS AIRES
VILLA LA FLORIDA,066580658010009,066580658010009,-34.76888413,-58.29570925,QUILMES,QUILMES,BUENOS AIRES
EZPELETA OESTE,066580658010005,066580658010005,-34.76344421,-58.26383144,QUILMES,QUILMES,BUENOS AIRES
SAN FRANCISCO SOLANO,066580658010008,066580658010008,-34.77777307,-58.31015613,QUILMES,QUILMES,BUENOS AIRES
EZPELETA,066580658010004,066580658010004,-34.74356444,-58.22814084,QUILMES,QUILMES,BUENOS AIRES
QUILMES,066580658010006,066580658010006,-34.72413448,-58.24922055,QUILMES,QUILMES,BUENOS AIRES
CAMPO TOYOS,064130413000009,064130413000009,-34.49188,-60.95047,JUNIN,JUNIN,BUENOS AIRES
LA ORIENTAL,064130413000012,064130413000012,-34.56748,-60.81348,JUNIN,JUNIN,BUENOS AIRES
COLONIA SAN LUIS,064130413000011,064130413000011,-34.5279758,-60.7358645,JUNIN,JUNIN,BUENOS AIRES
AGUSTINA,064130413020000,064130413020000,-34.46070686,-61.06707233,JUNIN,JUNIN,BUENOS AIRES
CAMPO MAIPU,064130413000007,064130413000007,-34.4201706,-60.9927161,JUNIN,JUNIN,BUENOS AIRES
BLANDENGUES,064130413000002,064130413000002,-34.545784,-61.25553894,JUNIN,JUNIN,BUENOS AIRES
CAMPO CAMICCIA,064130413000004,064130413000004,-34.6283495,-60.9189112,JUNIN,JUNIN,BUENOS AIRES
BALNEARIO LAGUNA DE GOMEZ,064130413030000,064130413030000,-34.66064358,-61.01836459,JUNIN,JUNIN,BUENOS AIRES
AGUSTIN ROCA,064130413010000,064130413010000,-34.50808441,-60.86489566,JUNIN,JUNIN,BUENOS AIRES
A. ROCA,064130413000001,064130413000001,-34.5109222,-60.865793,JUNIN,JUNIN,BUENOS AIRES
JUNIN,064130413050000,064130413050000,-34.58383163,-60.94726517,JUNIN,JUNIN,BUENOS AIRES
LA AGRARIA,064130413055000,064130413055000,-34.65641452,-60.84666816,JUNIN,JUNIN,BUENOS AIRES
LAS MERCEDES,064130413000014,064130413000014,-34.48173904,-60.83632278,JUNIN,JUNIN,BUENOS AIRES
SAFORCADA,064130413080000,064130413080000,-34.57525913,-61.07473082,JUNIN,JUNIN,BUENOS AIRES
FORTIN TIBURCIO,064130413040000,064130413040000,-34.34673224,-61.13107817,JUNIN,JUNIN,BUENOS AIRES
CAMPO LA CRUZ,064130413000006,064130413000006,-34.5441544,-61.0064244,JUNIN,JUNIN,BUENOS AIRES
CERRITO COLORADO,064130413000010,064130413000010,-34.65032667,-60.93276491,JUNIN,JUNIN,BUENOS AIRES
RINCON DEL CARPINCHO,064130413000016,064130413000016,-34.666735,-61.0900506,JUNIN,JUNIN,BUENOS AIRES
SANTA ROSA,064130413000017,064130413000017,-34.39908,-60.86174,JUNIN,JUNIN,BUENOS AIRES
MORSE,064130413070000,064130413070000,-34.76088981,-60.84191225,JUNIN,JUNIN,BUENOS AIRES
LAPLACETTE,064130413060000,064130413060000,-34.72452385,-61.15531715,JUNIN,JUNIN,BUENOS AIRES
CAMPO BALESTRASET,064130413000003,064130413000003,-34.5467395,-60.9714138,JUNIN,JUNIN,BUENOS AIRES
ESTACION PEREYRA,060910091000001,060910091000001,-34.83264047,-58.10084123,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
GUILLERMO ENRIQUE HUDSON,060910091010005,060910091010005,-34.78975949,-58.14396926,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
PEREYRA,060910091010007,060910091010007,-34.84719454,-58.13927652,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
EL PATO,060910091010004,060910091010004,-34.90675571,-58.1966995,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
JUAN MARIA GUTIERREZ,060910091010006,060910091010006,-34.83484208,-58.18190611,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
RANELAGH,060910091010009,060910091010009,-34.79414685,-58.19898156,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
VILLA ESPAÑA,060910091010010,060910091010010,-34.77606342,-58.2002533,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
PLATANOS,060910091010008,060910091010008,-34.76742018,-58.1652686,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
BERAZATEGUI,060910091010001,060910091010001,-34.75974933,-58.20196452,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
BERAZATEGUI OESTE,060910091010002,060910091010002,-34.78042019,-58.24150103,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
CARLOS TOMAS SOURIGUES,060910091010003,060910091010003,-34.80211922,-58.21882125,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES
BRAGADO,061120112010000,061120112010000,-35.1189423,-60.48791476,BRAGADO,BRAGADO,BUENOS AIRES
SANTA ROSA,061120112000015,061120112000015,-35.2789478,-60.5902038,BRAGADO,BRAGADO,BUENOS AIRES
CUARTEL II,061120112000004,061120112000004,-35.1481738,-60.513551,BRAGADO,BRAGADO,BUENOS AIRES
OLASCOAGA,061120112080000,061120112080000,-35.23752779,-60.61153417,BRAGADO,BRAGADO,BUENOS AIRES
ASAMBLEA,061120112005000,061120112005000,-35.22675813,-60.41689528,BRAGADO,BRAGADO,BUENOS AIRES
EL MATACO,061120112000005,061120112000005,-34.8008378,-60.6616225,BRAGADO,BRAGADO,BUENOS AIRES
MECHITA,061120112070000,061120112070000,-35.06993786,-60.40849379,BRAGADO,BRAGADO,BUENOS AIRES
SANTO DOMINGO,061120112000016,061120112000016,-35.02000459,-60.59471724,BRAGADO,BRAGADO,BUENOS AIRES
RAUCH NUEVO,061120112000012,061120112000012,-35.1182584,-60.7044234,BRAGADO,BRAGADO,BUENOS AIRES
LA CRIOLLA,061120112000009,061120112000009,-34.9914819,-60.7280978,BRAGADO,BRAGADO,BUENOS AIRES
LA BLANQUEDA,061120112000007,061120112000007,-35.2073,-60.48467,BRAGADO,BRAGADO,BUENOS AIRES
LA LIMPIA,061120112050000,061120112050000,-35.07972727,-60.59285467,BRAGADO,BRAGADO,BUENOS AIRES
MAXIMO FERNANDEZ,061120112060000,061120112060000,-35.06152468,-60.70607414,BRAGADO,BRAGADO,BUENOS AIRES
COMODORO PY,061120112020000,061120112020000,-35.32331004,-60.52173149,BRAGADO,BRAGADO,BUENOS AIRES
CAMPO DE RIANO,061120112000001,061120112000001,-35.2410531,-60.3474272,BRAGADO,BRAGADO,BUENOS AIRES
WARNES,061120112090000,061120112090000,-34.90987345,-60.53816816,BRAGADO,BRAGADO,BUENOS AIRES
IRALA,061120112040000,061120112040000,-34.77182303,-60.6916912,BRAGADO,BRAGADO,BUENOS AIRES
GENERAL O'BRIEN,061120112030000,061120112030000,-34.90679791,-60.75978382,BRAGADO,BRAGADO,BUENOS AIRES
RAUCH VIEJO,061120112000013,061120112000013,-35.0591856,-60.7100054,BRAGADO,BRAGADO,BUENOS AIRES
LA MARIA,061120112000010,061120112000010,-35.0921488,-60.5324127,BRAGADO,BRAGADO,BUENOS AIRES
VIEYTES,065050505060000,065050505060000,-35.2695684,-57.57571175,MAGDALENA,MAGDALENA,BUENOS AIRES
EL PINO,065050505000009,065050505000009,-35.0096083,-57.6930089,MAGDALENA,MAGDALENA,BUENOS AIRES
LA CLELIA,065050505000018,065050505000018,-35.1475289,-57.8180032,MAGDALENA,MAGDALENA,BUENOS AIRES
SAN MARTIN,065050505000029,065050505000029,-35.0255176,-57.7529837,MAGDALENA,MAGDALENA,BUENOS AIRES
MAGDALENA,065050505040000,065050505040000,-35.0806853,-57.51725858,MAGDALENA,MAGDALENA,BUENOS AIRES
ATALAYA,065050505010000,065050505010000,-35.02403635,-57.53402536,MAGDALENA,MAGDALENA,BUENOS AIRES
CAMPO FERRO,065050505000005,065050505000005,-35.17544498,-57.51894858,MAGDALENA,MAGDALENA,BUENOS AIRES
ROBERTO J. PAYRO,065050505050000,065050505050000,-35.17992671,-57.65198602,MAGDALENA,MAGDALENA,BUENOS AIRES
GUTIERREZ,065050505000012,065050505000012,-35.0518237,-57.6889574,MAGDALENA,MAGDALENA,BUENOS AIRES
LOS NARANJOS,065050505030000,065050505030000,-34.99655186,-57.70366425,MAGDALENA,MAGDALENA,BUENOS AIRES
JULIO ARDITI,065050505000014,065050505000014,-35.1289452,-57.6492935,MAGDALENA,MAGDALENA,BUENOS AIRES
JOSE FERRARI,065050505000013,065050505000013,-35.2924873,-57.8618166,MAGDALENA,MAGDALENA,BUENOS AIRES
SAN JOSE,065050505000028,065050505000028,-35.342233,-57.7212066,MAGDALENA,MAGDALENA,BUENOS AIRES
GENERAL MANSILLA,065050505020000,065050505020000,-35.08168343,-57.74697626,MAGDALENA,MAGDALENA,BUENOS AIRES
VERGARA,065050505000031,065050505000031,-35.3825998,-57.8040225,MAGDALENA,MAGDALENA,BUENOS AIRES
EL DESTINO,065050505000008,065050505000008,-35.14141001,-57.41024009,MAGDALENA,MAGDALENA,BUENOS AIRES
UNIDAD PENAL MAGDALENA,065050505000030,065050505000030,-35.101789,-57.474438,MAGDALENA,MAGDALENA,BUENOS AIRES
MALAGAMBA,065050505000025,065050505000025,-35.0723632,-57.8655759,MAGDALENA,MAGDALENA,BUENOS AIRES
LA MATRACA,065050505000019,065050505000019,-35.3346736,-57.9156178,MAGDALENA,MAGDALENA,BUENOS AIRES
EL MORO,064060406000005,064060406000005,-36.3636748,-61.6430681,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
BELLA VISTA,064060406000001,064060406000001,-36.1793412,-61.6445672,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
HENDERSON,064060406010000,064060406010000,-36.29946304,-61.71784018,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
CORACEROS,064060406000004,064060406000004,-36.3372562,-61.773095,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
CAMPO MONCANI,064060406000003,064060406000003,-36.09571982,-61.42189571,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
MARIA LUCILA,064060406000007,064060406000007,-36.19309,-61.54041,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
BERSEE,064060406000002,064060406000002,-36.4031999,-61.8139499,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
HERRERA VEGAS,064060406020000,064060406020000,-36.0883254,-61.41125008,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN,BUENOS AIRES
COLONIA LA BEBA,066020602000007,066020602000007,-39.8314661,-62.6989544,PATAGONES,PATAGONES,BUENOS AIRES
EL BARRANCOSO,066020602000016,066020602000016,-40.64054711,-62.59379041,PATAGONES,PATAGONES,BUENOS AIRES
EL TAURO,066020602000018,066020602000018,-39.5553137,-62.9155235,PATAGONES,PATAGONES,BUENOS AIRES
ESTANCIA EL MOLINO,066020602000022,066020602000022,-39.9972466,-62.5135289,PATAGONES,PATAGONES,BUENOS AIRES
ESTANCIA BALBUENA,066020602000021,066020602000021,-39.6773,-63.2254,PATAGONES,PATAGONES,BUENOS AIRES
CARMEN DE PATAGONES,066020602030000,066020602030000,-40.79729832,-62.98475427,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA LOS ALAMOS,066020602000010,066020602000010,-39.5516812,-62.6428429,PATAGONES,PATAGONES,BUENOS AIRES
ZONA RURAL DE JOSE B CASAS,066020602000042,066020602000042,-40.5109586,-62.5589955,PATAGONES,PATAGONES,BUENOS AIRES
JUAN A. PRADERE,066020602050000,066020602050000,-39.59938012,-62.65104708,PATAGONES,PATAGONES,BUENOS AIRES
BAHIA SAN BLAS,066020602010000,066020602010000,-40.56022461,-62.23806431,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA LA DELFINA,066020602000008,066020602000008,-39.6386815,-62.8054261,PATAGONES,PATAGONES,BUENOS AIRES
MERIDIANO V,066020602000031,066020602000031,-40.57442905,-63.09050987,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA MIGLIORI,066020602000011,066020602000011,-39.98385,-62.41403,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA EL GUANACO,066020602000005,066020602000005,-39.6581544,-62.6757025,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA 7 DE MARZO,066020602000003,066020602000003,-40.8136857,-62.6629984,PATAGONES,PATAGONES,BUENOS AIRES
ESTANCIA SAN LUIS,066020602000023,066020602000023,-39.7568974,-62.7192432,PATAGONES,PATAGONES,BUENOS AIRES
VILLALONGA,066020602070000,066020602070000,-39.91513879,-62.61887027,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA LA GRACIELA,066020602000009,066020602000009,-39.5926972,-62.5757893,PATAGONES,PATAGONES,BUENOS AIRES
STROEDER,066020602060000,066020602060000,-40.185487,-62.62051635,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA EL MOLINO,066020602000006,066020602000006,-39.9403653,-62.5222926,PATAGONES,PATAGONES,BUENOS AIRES
EMILIO LAMARCA,066020602000019,066020602000019,-40.06869323,-62.62964244,PATAGONES,PATAGONES,BUENOS AIRES
JOSE B. CASAS,066020602040000,066020602040000,-40.43636439,-62.54493435,PATAGONES,PATAGONES,BUENOS AIRES
CARDENAL CAGLIERO,066020602020000,066020602020000,-40.65220001,-62.75759721,PATAGONES,PATAGONES,BUENOS AIRES
IGARZABAL,066020602000025,066020602000025,-39.77359,-62.61419,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA BARGA,066020602000004,066020602000004,-39.63708,-62.6042,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA SAN LUIS,066020602000013,066020602000013,-39.7413714,-62.7801238,PATAGONES,PATAGONES,BUENOS AIRES
COLONIA SAN FRANCISCO,066020602000012,066020602000012,-39.6271598,-62.5096215,PATAGONES,PATAGONES,BUENOS AIRES
VILLA LYNCH,066020602000041,066020602000041,-40.4611,-62.84672,PATAGONES,PATAGONES,BUENOS AIRES
KILOMETRO 900,066020602000026,066020602000026,-40.0277278,-62.9645951,PATAGONES,PATAGONES,BUENOS AIRES
LANUS ESTE,064340434010002,064340434010002,-34.71086092,-58.37250475,LANÚS,LANÚS,BUENOS AIRES
VALENTIN ALSINA,064340434010006,064340434010006,-34.67203553,-58.41348517,LANÚS,LANÚS,BUENOS AIRES
REMEDIOS DE ESCALADA DE SAN MARTIN,064340434010005,064340434010005,-34.72380882,-58.39766971,LANÚS,LANÚS,BUENOS AIRES
MONTE CHINGOLO,064340434010004,064340434010004,-34.73020989,-58.35617419,LANÚS,LANÚS,BUENOS AIRES
GERLI,064340434010001,064340434010001,-34.69095715,-58.38386285,LANÚS,LANÚS,BUENOS AIRES
LANUS OESTE,064340434010003,064340434010003,-34.69578153,-58.41625327,LANÚS,LANÚS,BUENOS AIRES
EL SOLITO,062170217000019,062170217000019,-35.6058214,-57.8918391,CHASCOMUS,CHASCOMUS,BUENOS AIRES
BARRIO LOMAS ALTAS,062170217003000,062170217003000,-35.57398892,-58.06804365,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LOS JAGÑELES,062170217000048,062170217000048,-35.5265776,-57.6579532,CHASCOMUS,CHASCOMUS,BUENOS AIRES
PUERTA DEL DIABLO,062170217000052,062170217000052,-35.6531695,-57.904403,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LA JUANITA,062170217000038,062170217000038,-35.67082596,-57.92485049,CHASCOMUS,CHASCOMUS,BUENOS AIRES
DON CIPRIANO,062170217000010,062170217000010,-35.4943263,-57.7723601,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LIBRES DEL SUD,062170217000046,062170217000046,-35.7116824,-57.7414874,CHASCOMUS,CHASCOMUS,BUENOS AIRES
VILLA PARQUE GIRADO,062170217030000,062170217030000,-35.62826964,-58.01455244,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LA HORQUETA,062170217000036,062170217000036,-35.51365045,-58.10761529,CHASCOMUS,CHASCOMUS,BUENOS AIRES
CUATRO DE FEBRERO,062170217000009,062170217000009,-35.4164342,-58.0270444,CHASCOMUS,CHASCOMUS,BUENOS AIRES
9 DE JULIO,062170217000001,062170217000001,-35.4916042,-57.8945611,CHASCOMUS,CHASCOMUS,BUENOS AIRES
VIVERO NACIONAL,062170217000062,062170217000062,-35.50125771,-58.09758778,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LA GRANJA,062170217000035,062170217000035,-35.56099157,-57.54066247,CHASCOMUS,CHASCOMUS,BUENOS AIRES
CHASCOMUS,062170217010001,062170217010001,-35.57430091,-58.00055326,CHASCOMUS,CHASCOMUS,BUENOS AIRES
LAGUNA VITEL,062170217015000,062170217015000,-35.54041693,-58.13491942,CHASCOMUS,CHASCOMUS,BUENOS AIRES
